API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
24,Class,AtomicLong,Changes,Methods,"long getAndUpdate(LongUnaryOperator)",Added
24,Class,AtomicLong,Changes,Methods,"long updateAndGet(LongUnaryOperator)",Added
24,Class,AtomicLongArray,Changes,Methods,"long accumulateAndGet(int, long, LongBinaryOperator)",Added
24,Class,AtomicLongArray,Changes,Methods,"long getAndAccumulate(int, long, LongBinaryOperator)",Added
24,Class,AtomicLongArray,Changes,Methods,"long getAndUpdate(int, LongUnaryOperator)",Added
24,Class,AtomicLongArray,Changes,Methods,"long updateAndGet(int, LongUnaryOperator)",Added
24,Class,AtomicLongFieldUpdater,Changes,Methods,"long accumulateAndGet(T, long, LongBinaryOperator)",Added
24,Class,AtomicLongFieldUpdater,Changes,Methods,"long getAndAccumulate(T, long, LongBinaryOperator)",Added
24,Class,AtomicLongFieldUpdater,Changes,Methods,"long getAndUpdate(T, LongUnaryOperator)",Added
24,Class,AtomicLongFieldUpdater,Changes,Methods,"long updateAndGet(T, LongUnaryOperator)",Added
24,Class,AtomicReference,Changes,Methods,"V accumulateAndGet(V, BinaryOperator<V>)",Added
24,Class,AtomicReference,Changes,Methods,"V getAndAccumulate(V, BinaryOperator<V>)",Added
24,Class,AtomicReference,Changes,Methods,"V getAndUpdate(UnaryOperator<V>)",Added
24,Class,AtomicReference,Changes,Methods,"V updateAndGet(UnaryOperator<V>)",Added
24,Class,AtomicReferenceArray,Changes,Methods,"E accumulateAndGet(int, E, BinaryOperator<E>)",Added
24,Class,AtomicReferenceArray,Changes,Methods,"E getAndAccumulate(int, E, BinaryOperator<E>)",Added
24,Class,AtomicReferenceArray,Changes,Methods,"E getAndUpdate(int, UnaryOperator<E>)",Added
24,Class,AtomicReferenceArray,Changes,Methods,"E updateAndGet(int, UnaryOperator<E>)",Added
24,Class,AtomicReferenceFieldUpdater,Changes,Methods,"V accumulateAndGet(T, V, BinaryOperator<V>)",Added
24,Class,AtomicReferenceFieldUpdater,Changes,Methods,"V getAndAccumulate(T, V, BinaryOperator<V>)",Added
