API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
18,Package,android.provider,Changes,Interfaces,ContactsContract.DataUsageStatColumns,Added
18,Package,android.provider,Changes,Classes,ContactsContract.DeletedContacts,Added
18,Package,android.provider,Changes,Interfaces,ContactsContract.DeletedContactsColumns,Added
18,Package,android.provider,Changes,Interfaces,CalendarContract.SyncColumns,Changed
18,Package,android.provider,Changes,Interfaces,ContactsContract.ContactsColumns,Changed
18,Package,android.provider,Changes,Classes,ContactsContract.Data,Changed
18,Package,android.provider,Changes,Interfaces,ContactsContract.DataColumnsWithJoins,Changed
18,Package,android.provider,Changes,Classes,ContactsContract.Intents,Changed
18,Package,android.provider,Changes,Classes,Settings,Changed
18,Package,android.renderscript,Changes,Classes,FileA3D,Removed
18,Package,android.renderscript,Changes,Classes,FileA3D.EntryType,Removed
18,Package,android.renderscript,Changes,Classes,FileA3D.IndexEntry,Removed
18,Package,android.renderscript,Changes,Classes,Font,Removed
18,Package,android.renderscript,Changes,Classes,Font.Style,Removed
18,Package,android.renderscript,Changes,Classes,Mesh,Removed
18,Package,android.renderscript,Changes,Classes,Mesh.AllocationBuilder,Removed
18,Package,android.renderscript,Changes,Classes,Mesh.Builder,Removed
18,Package,android.renderscript,Changes,Classes,Mesh.Primitive,Removed
18,Package,android.renderscript,Changes,Classes,Mesh.TriangleMeshBuilder,Removed
18,Package,android.renderscript,Changes,Classes,Program,Removed
18,Package,android.renderscript,Changes,Classes,Program.BaseProgramBuilder,Removed
18,Package,android.renderscript,Changes,Classes,Program.TextureType,Removed
18,Package,android.renderscript,Changes,Classes,ProgramFragment,Removed
18,Package,android.renderscript,Changes,Classes,ProgramFragment.Builder,Removed
18,Package,android.renderscript,Changes,Classes,ProgramFragmentFixedFunction,Removed
18,Package,android.renderscript,Changes,Classes,ProgramFragmentFixedFunction. Builder,Removed
18,Package,android.renderscript,Changes,Classes,ProgramFragmentFixedFunction. Builder.EnvMode,Removed
18,Package,android.renderscript,Changes,Classes,ProgramFragmentFixedFunction. Builder.Format,Removed
18,Package,android.renderscript,Changes,Classes,ProgramRaster,Removed
18,Package,android.renderscript,Changes,Classes,ProgramRaster.Builder,Removed
18,Package,android.renderscript,Changes,Classes,ProgramRaster.CullMode,Removed
18,Package,android.renderscript,Changes,Classes,ProgramStore,Removed
18,Package,android.renderscript,Changes,Classes,ProgramStore.BlendDstFunc,Removed
18,Package,android.renderscript,Changes,Classes,ProgramStore.BlendSrcFunc,Removed
18,Package,android.renderscript,Changes,Classes,ProgramStore.Builder,Removed
18,Package,android.renderscript,Changes,Classes,ProgramStore.DepthFunc,Removed
18,Package,android.renderscript,Changes,Classes,ProgramVertex,Removed
18,Package,android.renderscript,Changes,Classes,ProgramVertex.Builder,Removed
18,Package,android.renderscript,Changes,Classes,ProgramVertexFixedFunction,Removed
18,Package,android.renderscript,Changes,Classes,ProgramVertexFixedFunction. Builder,Removed
18,Package,android.renderscript,Changes,Classes,ProgramVertexFixedFunction. Constants,Removed
